order_id,payment_method,payment_amount,payment_status
O015385,Kartu Kredit,10401426,success
O015386,ShopeePay,357144,success
O015387,COD,6686980,success
O015388,Kartu Kredit,4333550,failed
O015389,ShopeePay,12954781,success
O015390,ShopeePay,10565916,success
O015391,Kartu Kredit,17006428,success
O015392,ShopeePay,17038970,success
O015393,COD,5960502,success
O015394,Transfer Bank,34343944,success
O015395,ShopeePay,15160859,success
O015396,Kartu Kredit,14786090,failed
O015397,Transfer Bank,21862505,success
O015398,COD,2694743,success
O015399,Kartu Kredit,23136667,success
O015400,Transfer Bank,19518788,success
O015401,Kartu Kredit,5172892,success
O015402,Transfer Bank,803604,success
O015403,Transfer Bank,20956807,success
O015404,ShopeePay,6175639,failed
O015405,COD,17056914,success
O015406,COD,18111496,success
O015407,Kartu Kredit,3629623,success
O015408,ShopeePay,21916875,success
O015409,Kartu Kredit,15077992,success
O015410,COD,20638438,success
O015411,COD,14019659,success
O015412,Transfer Bank,9505569,success
O015413,COD,3290476,success
O015414,Transfer Bank,3999916,success
O015415,Kartu Kredit,16333733,success
O015416,ShopeePay,9895682,success
O015417,Transfer Bank,5394524,success
O015418,ShopeePay,11260521,success
O015419,COD,11588602,success
O015420,Kartu Kredit,15481475,failed
O015421,Kartu Kredit,12180650,success
O015422,Transfer Bank,4119891,success
O015423,COD,26936769,success
O015424,ShopeePay,15255735,success
O015425,ShopeePay,16278295,failed
O015426,ShopeePay,2502882,success
O015427,ShopeePay,9962964,success
O015428,Transfer Bank,9488185,success
O015429,Kartu Kredit,17231171,success
O015430,ShopeePay,5144828,success
O015431,COD,17910689,success
O015432,ShopeePay,12115361,failed
O015433,Kartu Kredit,9137722,failed
O015434,ShopeePay,22766844,success
O015435,ShopeePay,14834201,success
O015436,Transfer Bank,18390758,success
O015437,Transfer Bank,3573102,failed
O015438,Kartu Kredit,17264380,failed
O015439,ShopeePay,5033631,success
O015440,Transfer Bank,20906160,success
O015441,Kartu Kredit,14422187,success
O015442,ShopeePay,918770,success
O015443,COD,3714813,success
O015444,COD,5000200,success
O015445,ShopeePay,15145669,success
O015446,COD,8992224,failed
O015447,Kartu Kredit,17478280,success
O015448,Kartu Kredit,7803566,success
O015449,ShopeePay,6202965,success
O015450,COD,5968750,success
O015451,Kartu Kredit,6648294,success
O015452,COD,19739305,success
O015453,Transfer Bank,258418,success
O015454,COD,13738105,success
O015455,COD,1940370,failed
O015456,Transfer Bank,13125957,success
O015457,Kartu Kredit,1588044,success
O015458,COD,6931554,success
O015459,ShopeePay,10001018,success
O015460,Kartu Kredit,29826010,success
O015461,Transfer Bank,24071814,success
O015462,COD,7859114,success
O015463,COD,14215665,success
O015464,Kartu Kredit,13012594,success
O015465,ShopeePay,5441965,failed
O015466,ShopeePay,10360340,success
O015467,Transfer Bank,5253060,success
O015468,ShopeePay,13381633,failed
O015469,ShopeePay,11613694,success
O015470,Kartu Kredit,7901640,failed
O015471,ShopeePay,9647694,success
O015472,ShopeePay,9777300,success
O015473,Kartu Kredit,29939727,success
O015474,Kartu Kredit,7508137,success
O015475,Kartu Kredit,11750438,success
O015476,Kartu Kredit,9651054,success
O015477,ShopeePay,4807098,success
O015478,Transfer Bank,4135310,success
O015479,Kartu Kredit,16297601,success
O015480,COD,13381357,success
O015481,ShopeePay,3285677,success
O015482,Transfer Bank,5064276,success
O015483,Kartu Kredit,25189794,success
O015484,COD,21090412,success
O015485,Transfer Bank,13516024,success
O015486,COD,12048630,success
O015487,Transfer Bank,13358819,success
O015488,Kartu Kredit,20048296,success
O015489,Kartu Kredit,8147136,success
O015490,Transfer Bank,10488024,success
O015491,Kartu Kredit,2501466,success
O015492,ShopeePay,10173471,success
O015493,Transfer Bank,8528010,success
O015494,ShopeePay,3710112,success
O015495,Kartu Kredit,14062360,success
O015496,Transfer Bank,19800259,success
O015497,Transfer Bank,18042360,success
O015498,COD,17235403,success
O015499,ShopeePay,27642423,failed
O015500,COD,173334,success
O015501,Kartu Kredit,3953904,success
O015502,Transfer Bank,4282555,success
O015503,ShopeePay,24055608,success
O015504,ShopeePay,16541465,success
O015505,Transfer Bank,28686821,success
O015506,Transfer Bank,31264946,success
O015507,ShopeePay,2388054,success
O015508,ShopeePay,11570997,success
O015509,COD,15675598,failed
O015510,Kartu Kredit,12702522,failed
O015511,Kartu Kredit,2795321,failed
O015512,COD,5019813,failed
O015513,ShopeePay,9292812,failed
O015514,Kartu Kredit,17500495,success
O015515,Kartu Kredit,9739592,failed
O015516,Kartu Kredit,34159749,success
O015517,Transfer Bank,9665130,success
O015518,ShopeePay,18392510,success
O015519,ShopeePay,10716954,success
O015520,ShopeePay,16229413,success
O015521,Kartu Kredit,20252020,success
O015522,Transfer Bank,2209500,success
O015523,Kartu Kredit,21336980,success
O015524,Kartu Kredit,1744356,success
O015525,ShopeePay,12027765,success
O015526,ShopeePay,13659741,success
O015527,Kartu Kredit,32704740,success
O015528,Kartu Kredit,22122349,success
O015529,Kartu Kredit,8527218,success
O015530,COD,6699854,success
O015531,Kartu Kredit,23274348,success
O015532,ShopeePay,68235,success
O015533,ShopeePay,1091040,success
O015534,Transfer Bank,26706013,success
O015535,Transfer Bank,14168291,success
O015536,Transfer Bank,16310309,success
O015537,ShopeePay,10281154,success
O015538,ShopeePay,9242228,success
O015539,COD,7352024,success
O015540,Kartu Kredit,360166,success
O015541,COD,14762148,success
O015542,COD,15906912,failed
O015543,COD,18904958,success
O015544,COD,3620232,success
O015545,Kartu Kredit,6142002,success
O015546,Kartu Kredit,7578235,success
O015547,ShopeePay,7500722,success
O015548,Transfer Bank,5698250,success
O015549,COD,2117677,success
O015550,Transfer Bank,14375036,success
O015551,COD,8578843,failed
O015552,Transfer Bank,6868796,success
O015553,Transfer Bank,10272934,success
O015554,COD,6932982,success
O015555,Kartu Kredit,7531197,success
O015556,Transfer Bank,12486788,success
O015557,ShopeePay,786558,success
O015558,COD,17299244,success
O015559,COD,18210508,success
O015560,ShopeePay,5114740,success
O015561,COD,9520098,success
O015562,Transfer Bank,30192060,success
O015563,Kartu Kredit,16493501,success
O015564,Transfer Bank,825746,failed
O015565,COD,10271925,success
O015566,Kartu Kredit,5726667,success
O015567,ShopeePay,5368635,success
O015568,ShopeePay,10166605,success
O015569,ShopeePay,8824455,success
O015570,Kartu Kredit,35906571,success
O015571,COD,29835968,success
O015572,COD,2802928,success
O015573,ShopeePay,12033069,success
O015574,Transfer Bank,1245676,success
O015575,Kartu Kredit,6850812,success
O015576,Transfer Bank,2838027,success
O015577,ShopeePay,17831186,success
O015578,Kartu Kredit,4252320,success
O015579,Kartu Kredit,17675067,failed
O015580,Kartu Kredit,12803769,success
O015581,Transfer Bank,7816991,success
O015582,ShopeePay,19190101,success
O015583,Transfer Bank,6034248,success
O015584,Kartu Kredit,18917925,success
O015585,Kartu Kredit,13182228,success
O015586,Transfer Bank,24018960,success
O015587,Transfer Bank,15372645,success
O015588,Kartu Kredit,24955123,success
O015589,ShopeePay,2613846,success
O015590,Kartu Kredit,14469596,success
O015591,COD,3176244,success
O015592,Kartu Kredit,22098550,success
O015593,ShopeePay,4078228,success
O015594,Kartu Kredit,18239825,failed
O015595,ShopeePay,2467756,failed
O015596,Kartu Kredit,8270991,success
O015597,Transfer Bank,1116585,success
O015598,ShopeePay,3250953,success
O015599,COD,18756183,success
O015600,Transfer Bank,14581447,success
O015601,ShopeePay,1652700,success
O015602,Kartu Kredit,10136759,failed
O015603,Transfer Bank,9895707,failed
O015604,ShopeePay,6389606,success
O015605,Transfer Bank,21894772,success
O015606,COD,5571041,success
O015607,ShopeePay,11541059,success
O015608,Kartu Kredit,25372145,success
O015609,Kartu Kredit,5197716,failed
O015610,COD,12547467,success
O015611,Kartu Kredit,896556,failed
O015612,Transfer Bank,10530381,failed
O015613,Transfer Bank,17639991,success
O015614,Kartu Kredit,3998372,success
O015615,COD,15686735,success
O015616,Transfer Bank,13117032,success
O015617,ShopeePay,10616155,success
O015618,COD,8950435,success
O015619,ShopeePay,9343298,success
O015620,ShopeePay,16336134,success
O015621,COD,6288890,success
O015622,ShopeePay,8105503,success
O015623,ShopeePay,20095764,success
O015624,COD,15470064,failed
O015625,ShopeePay,16337556,success
O015626,Kartu Kredit,2837354,success
O015627,Transfer Bank,2957111,success
O015628,Transfer Bank,11626644,success
O015629,ShopeePay,2967791,success
O015630,Transfer Bank,1165340,success
O015631,COD,4235354,success
O015632,ShopeePay,35433327,success
O015633,Transfer Bank,14284079,success
O015634,Kartu Kredit,8044135,success
O015635,Kartu Kredit,23974853,success
O015636,Kartu Kredit,11618879,success
O015637,COD,10950504,success
O015638,COD,14104671,success
O015639,Transfer Bank,18384499,success
O015640,Kartu Kredit,7886361,success
O015641,COD,4215665,success
O015642,ShopeePay,1554740,failed
O015643,Kartu Kredit,10940425,success
O015644,Kartu Kredit,4432196,success
O015645,COD,20443702,success
O015646,Kartu Kredit,13339570,success
O015647,Transfer Bank,5992392,success
O015648,Kartu Kredit,1836587,success
O015649,Transfer Bank,13223230,success
O015650,COD,7451060,success
O015651,Transfer Bank,9846971,success
O015652,Kartu Kredit,6202965,success
O015653,Transfer Bank,28106075,failed
O015654,COD,56936,success
O015655,Kartu Kredit,21996867,success
O015656,COD,4003010,success
O015657,ShopeePay,1165353,success
O015658,Transfer Bank,22410839,success
O015659,Transfer Bank,19531805,success
O015660,Transfer Bank,14011483,success
O015661,ShopeePay,1132651,success
O015662,ShopeePay,9042008,success
O015663,Transfer Bank,11897286,success
O015664,Kartu Kredit,4189862,success
O015665,COD,15363674,success
O015666,Kartu Kredit,16109124,success
O015667,Kartu Kredit,4944056,success
O015668,Kartu Kredit,2825552,success
O015669,ShopeePay,11461629,success
O015670,COD,5834820,failed
O015671,ShopeePay,8868412,success
O015672,Transfer Bank,18291335,failed
O015673,Transfer Bank,9190030,success
O015674,Transfer Bank,14886846,success
O015675,ShopeePay,17087993,failed
O015676,Transfer Bank,7022373,success
O015677,ShopeePay,5336782,failed
O015678,Transfer Bank,12017745,success
O015679,Kartu Kredit,32524053,success
O015680,Transfer Bank,977895,success
O015681,Kartu Kredit,4035015,success
O015682,Kartu Kredit,1799294,success
O015683,ShopeePay,18128099,success
O015684,Kartu Kredit,3448701,success
O015685,COD,21915631,success
O015686,ShopeePay,8864503,success
O015687,COD,5866380,failed
O015688,Kartu Kredit,10873897,success
O015689,COD,5982362,failed
O015690,Transfer Bank,6033720,failed
O015691,COD,25839009,success
O015692,Transfer Bank,3168564,success
O015693,ShopeePay,11702272,success
O015694,COD,15764779,success
O015695,ShopeePay,11956631,success
O015696,COD,7963404,success
O015697,ShopeePay,18497510,success
O015698,Transfer Bank,5081359,success
O015699,ShopeePay,16486633,success
O015700,COD,17599214,success
O015701,ShopeePay,10078266,failed
O015702,COD,20780210,success
O015703,COD,16454032,success
O015704,Kartu Kredit,3276376,success
O015705,Kartu Kredit,5197716,success
O015706,ShopeePay,6768215,failed
O015707,Kartu Kredit,17463281,failed
O015708,COD,9169303,failed
O015709,Transfer Bank,20005214,success
O015710,Kartu Kredit,10425429,failed
O015711,Kartu Kredit,18766375,success
O015712,Transfer Bank,6931835,failed
O015713,ShopeePay,10811419,success
O015714,ShopeePay,5059332,success
O015715,Transfer Bank,6576910,success
O015716,Kartu Kredit,8142613,success
O015717,ShopeePay,1753249,success
O015718,ShopeePay,15176065,failed
O015719,COD,22933551,success
O015720,Transfer Bank,10064113,success
O015721,ShopeePay,17550333,failed
O015722,ShopeePay,2571540,success
O015723,ShopeePay,6837580,success
O015724,COD,2856340,failed
O015725,ShopeePay,12491913,success
O015726,Transfer Bank,3693484,failed
O015727,COD,3287406,success
O015728,ShopeePay,16056639,success
O015729,COD,5665540,success
O015730,ShopeePay,29374030,success
O015731,Transfer Bank,10161728,success
O015732,COD,9131850,success
O015733,ShopeePay,9866108,success
O015734,Kartu Kredit,1335002,failed
O015735,Transfer Bank,9838022,success
O015736,COD,8984751,success
O015737,ShopeePay,11213367,success
O015738,Kartu Kredit,5895405,success
O015739,ShopeePay,2057232,success
O015740,ShopeePay,16142558,success
O015741,COD,7906616,success
O015742,Transfer Bank,5860903,success
O015743,ShopeePay,3804300,success
O015744,Transfer Bank,7057040,success
O015745,ShopeePay,14036678,success
O015746,Kartu Kredit,6393903,success
O015747,Transfer Bank,8854870,success
O015748,Kartu Kredit,2263693,success
O015749,Kartu Kredit,4326524,success
O015750,COD,16282171,success
O015751,Kartu Kredit,14520716,success
O015752,ShopeePay,364404,failed
O015753,Kartu Kredit,11537159,success
O015754,Kartu Kredit,13902978,success
O015755,Kartu Kredit,4378227,success
O015756,Transfer Bank,9665183,success
O015757,Kartu Kredit,18296555,failed
O015758,ShopeePay,7051270,success
O015759,COD,123408,success
O015760,Kartu Kredit,1658132,success
O015761,Kartu Kredit,7449315,success
O015762,COD,17437272,success
O015763,Kartu Kredit,5663840,failed
O015764,ShopeePay,19477205,success
O015765,COD,544814,failed
O015766,Kartu Kredit,6397994,success
O015767,ShopeePay,4524248,success
O015768,COD,9369191,success
O015769,ShopeePay,16550325,success
O015770,Kartu Kredit,22272795,success
O015771,ShopeePay,9891225,success
O015772,COD,13404502,success
O015773,ShopeePay,5730971,failed
O015774,Transfer Bank,14316141,success
O015775,Transfer Bank,28462035,success
O015776,ShopeePay,32559133,failed
O015777,Kartu Kredit,7937682,success
O015778,Kartu Kredit,4623013,success
O015779,Transfer Bank,16013081,failed
O015780,COD,14895028,success
O015781,ShopeePay,23374191,success
O015782,COD,18889102,success
O015783,ShopeePay,20290900,failed
O015784,COD,11246579,failed
O015785,ShopeePay,14116703,success
O015786,Kartu Kredit,6690391,success
O015787,Kartu Kredit,5541364,failed
O015788,COD,12211077,success
O015789,ShopeePay,14077941,success
O015790,ShopeePay,25149288,success
O015791,Transfer Bank,17380233,success
O015792,ShopeePay,3011232,success
O015793,Transfer Bank,14326009,success
O015794,ShopeePay,9952096,success
O015795,COD,6555874,success
O015796,Kartu Kredit,15561716,success
O015797,Kartu Kredit,18064584,success
O015798,Kartu Kredit,14933772,failed
O015799,Transfer Bank,9819545,success
O015800,Transfer Bank,22058474,failed
O015801,Kartu Kredit,2395957,success
O015802,Transfer Bank,11124912,failed
O015803,COD,9573066,success
O015804,Transfer Bank,7485857,failed
O015805,COD,2836908,success
O015806,COD,11862113,success
O015807,COD,4583594,failed
O015808,COD,14658306,success
O015809,COD,12014472,success
O015810,COD,5547224,success
O015811,ShopeePay,4640846,success
O015812,COD,9801681,success
O015813,ShopeePay,16093024,success
O015814,ShopeePay,344418,success
O015815,COD,16790397,success
O015816,Kartu Kredit,11661280,success
O015817,Kartu Kredit,17478619,success
O015818,Transfer Bank,16610694,success
O015819,ShopeePay,26711693,success
O015820,Kartu Kredit,5234682,success
O015821,Transfer Bank,10134875,success
O015822,COD,13299520,success
O015823,ShopeePay,4632117,success
O015824,Kartu Kredit,21328803,success
O015825,Kartu Kredit,8213995,success
O015826,COD,1368144,success
O015827,ShopeePay,1937343,success
O015828,ShopeePay,2572116,success
O015829,COD,5474684,success
O015830,COD,8676513,success
O015831,COD,1865960,success
O015832,Kartu Kredit,14838955,success
O015833,COD,1405602,success
O015834,Transfer Bank,15262283,success
O015835,Transfer Bank,5964849,success
O015836,ShopeePay,7858720,success
O015837,ShopeePay,5462708,success
O015838,COD,990252,success
O015839,COD,3748278,success
O015840,ShopeePay,3287298,failed
O015841,Kartu Kredit,3796750,success
O015842,Transfer Bank,19365500,failed
O015843,COD,10977432,success
O015844,Kartu Kredit,23635430,success
O015845,ShopeePay,14308547,success
O015846,Kartu Kredit,23180094,failed
O015847,ShopeePay,6343772,success
O015848,Transfer Bank,9765293,success
O015849,COD,14793721,success
O015850,Kartu Kredit,8082767,success
O015851,ShopeePay,1573116,success
O015852,Transfer Bank,3471375,success
O015853,COD,17855530,success
O015854,COD,19736769,failed
O015855,ShopeePay,13459940,success
O015856,COD,11717721,success
O015857,Kartu Kredit,1467720,success
O015858,COD,27408700,success
O015859,ShopeePay,7901209,success
O015860,Transfer Bank,6397708,success
O015861,Kartu Kredit,16146525,success
O015862,Kartu Kredit,8962713,failed
O015863,Transfer Bank,1589276,failed
O015864,Kartu Kredit,13826639,success
O015865,COD,7696596,success
O015866,COD,5624650,failed
O015867,Transfer Bank,1486540,success
O015868,COD,10668584,success
O015869,Transfer Bank,8962256,failed
O015870,Transfer Bank,192690,success
O015871,Kartu Kredit,10258630,success
O015872,COD,1473990,success
O015873,Kartu Kredit,27402096,success
O015874,Kartu Kredit,19546630,success
O015875,ShopeePay,11781605,success
O015876,Kartu Kredit,5469822,success
O015877,Transfer Bank,7653371,success
O015878,ShopeePay,23815520,success
O015879,Transfer Bank,2611418,success
O015880,COD,18657056,failed
O015881,COD,6148241,success
O015882,COD,24779610,success
O015883,Kartu Kredit,4048784,success
O015884,COD,9730039,success
O015885,ShopeePay,9088306,success
O015886,COD,9661820,success
O015887,COD,13396524,success
O015888,COD,19639836,failed
O015889,Transfer Bank,15974642,success
O015890,Transfer Bank,17966190,failed
O015891,ShopeePay,2220753,success
O015892,ShopeePay,26908415,success
O015893,COD,26334467,success
O015894,Kartu Kredit,6077364,success
O015895,COD,15633245,success
O015896,Transfer Bank,3365444,success
O015897,ShopeePay,19043465,success
O015898,Kartu Kredit,12737970,success
O015899,COD,16613684,success
O015900,ShopeePay,14657220,success
O015901,Kartu Kredit,934420,success
O015902,Kartu Kredit,19806182,success
O015903,COD,9707441,success
O015904,ShopeePay,11301072,success
O015905,COD,10588385,success
O015906,ShopeePay,7225224,success
O015907,Kartu Kredit,10663472,success
O015908,Transfer Bank,20266696,success
O015909,ShopeePay,28725426,success
O015910,Transfer Bank,18119881,failed
O015911,COD,4691488,success
O015912,ShopeePay,8386647,success
O015913,Transfer Bank,17612200,success
O015914,Transfer Bank,8215853,success
O015915,Kartu Kredit,3667779,success
O015916,Kartu Kredit,15691355,failed
O015917,ShopeePay,399205,success
O015918,Kartu Kredit,12824799,success
O015919,Transfer Bank,182202,success
O015920,COD,3468016,success
O015921,COD,11923374,success
O015922,ShopeePay,8449625,success
O015923,Kartu Kredit,7432704,success
O015924,ShopeePay,17597965,success
O015925,Transfer Bank,12751759,failed
O015926,COD,5987224,success
O015927,COD,22972218,failed
O015928,Transfer Bank,6032265,success
O015929,ShopeePay,18685209,failed
O015930,ShopeePay,9289776,success
O015931,ShopeePay,20017793,success
O015932,ShopeePay,4046349,success
O015933,ShopeePay,22460948,success
O015934,Transfer Bank,6341886,success
O015935,Kartu Kredit,1009978,success
O015936,Transfer Bank,9560500,success
O015937,COD,4642080,success
O015938,ShopeePay,4911740,success
O015939,ShopeePay,1936356,failed
O015940,Transfer Bank,3172344,success
O015941,Kartu Kredit,5858172,success
O015942,COD,7203283,success
O015943,COD,13697669,success
O015944,Kartu Kredit,382875,success
O015945,Kartu Kredit,8622675,success
O015946,ShopeePay,19801529,success
O015947,Transfer Bank,3295532,success
O015948,ShopeePay,5603207,success
O015949,Transfer Bank,14752093,success
O015950,Transfer Bank,1576179,success
O015951,COD,18317901,success
O015952,ShopeePay,4446715,success
O015953,ShopeePay,25662408,success
O015954,COD,15390757,success
O015955,Transfer Bank,16810149,failed
O015956,Transfer Bank,18971001,success
O015957,Transfer Bank,15438323,failed
O015958,COD,192690,failed
O015959,ShopeePay,37110814,success
O015960,ShopeePay,1588044,success
O015961,COD,2354898,success
O015962,COD,18627481,success
O015963,COD,10828267,success
O015964,COD,18413405,failed
O015965,ShopeePay,19818558,success
O015966,ShopeePay,1503808,success
O015967,Kartu Kredit,11878985,success
O015968,COD,15193661,success
O015969,Kartu Kredit,20843016,success
O015970,Kartu Kredit,14788661,success
O015971,Kartu Kredit,12473871,success
O015972,ShopeePay,10114774,success
O015973,ShopeePay,7694895,failed
O015974,Kartu Kredit,17552314,success
O015975,ShopeePay,8759542,success
O015976,COD,12077994,success
O015977,ShopeePay,25928040,success
O015978,COD,17600199,success
O015979,Kartu Kredit,3253990,success
O015980,COD,4392091,success
O015981,Kartu Kredit,10865880,success
O015982,ShopeePay,8777884,success
O015983,ShopeePay,19438584,success
O015984,COD,2605452,success
O015985,Transfer Bank,4473330,success
O015986,Kartu Kredit,26571276,success
O015987,ShopeePay,9382976,success
O015988,ShopeePay,6379188,success
O015989,ShopeePay,6475580,success
O015990,Transfer Bank,8326932,success
O015991,Kartu Kredit,12515688,failed
O015992,Transfer Bank,7970581,success
O015993,Transfer Bank,16733060,failed
O015994,Transfer Bank,13440502,failed
O015995,Transfer Bank,2997820,success
O015996,Transfer Bank,8643893,success
O015997,Transfer Bank,25889477,failed
O015998,Transfer Bank,12189575,success
O015999,ShopeePay,8697151,failed
O016000,ShopeePay,3292912,success
O016001,COD,19534961,success
O016002,COD,18870774,success
O016003,COD,8074707,success
O016004,Transfer Bank,11703955,success
O016005,COD,10815164,success
O016006,Transfer Bank,24197331,success
O016007,Transfer Bank,9926044,success
O016008,Transfer Bank,6227961,success
O016009,Kartu Kredit,6999862,success
O016010,ShopeePay,6268256,success
O016011,Transfer Bank,11183736,success
O016012,Transfer Bank,8669092,success
O016013,Kartu Kredit,28954211,success
O016014,Transfer Bank,1451259,success
O016015,Kartu Kredit,17427562,success
O016016,Transfer Bank,7939248,success
O016017,Kartu Kredit,2937499,success
O016018,ShopeePay,8642156,success
O016019,COD,598284,success
O016020,ShopeePay,12775085,success
O016021,ShopeePay,7908295,success
O016022,COD,4215665,success
O016023,Kartu Kredit,11977890,success
O016024,COD,16525266,success
O016025,Kartu Kredit,2725760,failed
O016026,ShopeePay,3474804,failed
O016027,Transfer Bank,9181892,success
O016028,ShopeePay,4230647,failed
O016029,Kartu Kredit,27732054,success
O016030,COD,11803448,success
O016031,Kartu Kredit,13407684,success
O016032,Kartu Kredit,11348651,success
O016033,Kartu Kredit,11654270,success
O016034,COD,31430033,success
O016035,COD,22254072,success
O016036,Kartu Kredit,6276546,success
O016037,Transfer Bank,1544039,success
O016038,COD,6514839,success
O016039,ShopeePay,5851946,success
O016040,ShopeePay,471688,success
O016041,ShopeePay,24285326,success
O016042,Kartu Kredit,6957477,success
O016043,COD,8533396,success
O016044,Kartu Kredit,11661360,success
O016045,ShopeePay,17928790,success
O016046,COD,17978667,success
O016047,COD,8117471,success
O016048,ShopeePay,19711035,success
O016049,Transfer Bank,12393351,success
O016050,Transfer Bank,22612103,success
O016051,ShopeePay,17486048,success
O016052,Kartu Kredit,5972829,success
O016053,Kartu Kredit,8390048,success
O016054,Transfer Bank,3986578,success
O016055,ShopeePay,1225622,success
O016056,Kartu Kredit,2864592,success
O016057,ShopeePay,18439251,success
O016058,Kartu Kredit,7275060,success
O016059,ShopeePay,11116476,success
O016060,COD,16805564,success
O016061,Kartu Kredit,612811,success
O016062,COD,434296,success
O016063,Kartu Kredit,13502294,success
O016064,Kartu Kredit,21003281,success
O016065,ShopeePay,14350401,success
O016066,Transfer Bank,6623090,success
O016067,Kartu Kredit,23860022,success
O016068,Kartu Kredit,9412447,failed
O016069,ShopeePay,8713725,success
O016070,COD,5574544,success
O016071,Kartu Kredit,12795546,success
O016072,ShopeePay,15400278,success
O016073,COD,16554374,failed
O016074,COD,10236728,success
O016075,Kartu Kredit,11115942,success
O016076,COD,10476823,success
O016077,COD,12212962,success
O016078,Kartu Kredit,12752372,success
O016079,Transfer Bank,23334617,success
O016080,Transfer Bank,8879841,failed
O016081,ShopeePay,59996,success
O016082,Transfer Bank,2590085,success
O016083,Transfer Bank,5802600,success
O016084,ShopeePay,2930548,success
O016085,ShopeePay,2769730,success
O016086,Kartu Kredit,25051842,success
O016087,Transfer Bank,18313782,failed
O016088,ShopeePay,39388761,failed
O016089,Kartu Kredit,8920681,success
O016090,Kartu Kredit,28524759,success
O016091,ShopeePay,21044856,success
O016092,Kartu Kredit,13189473,success
O016093,COD,7945594,success
O016094,Transfer Bank,7277068,failed
O016095,Kartu Kredit,10517360,success
O016096,Transfer Bank,7950201,success
O016097,Kartu Kredit,288172,success
O016098,Kartu Kredit,15199966,success
O016099,Kartu Kredit,9569488,failed
O016100,Transfer Bank,12817466,failed
O016101,Transfer Bank,18094564,success
O016102,Transfer Bank,1405602,success
O016103,Kartu Kredit,16030815,success
O016104,Transfer Bank,7006688,success
O016105,ShopeePay,6464641,success
O016106,COD,20717975,success
O016107,Kartu Kredit,14735117,success
O016108,COD,13335730,success
O016109,ShopeePay,3803976,success
O016110,Transfer Bank,8193782,failed
O016111,Kartu Kredit,5084540,success
O016112,COD,694275,success
O016113,Transfer Bank,18126232,success
O016114,Transfer Bank,2420712,success
O016115,ShopeePay,11486362,success
O016116,Transfer Bank,36567909,success
O016117,COD,15899140,success
O016118,COD,5935582,failed
O016119,Transfer Bank,20126070,success
O016120,Transfer Bank,14989063,success
O016121,Kartu Kredit,29460669,success
O016122,Kartu Kredit,12599073,success
O016123,Kartu Kredit,5591868,success
O016124,ShopeePay,22684806,success
O016125,COD,7994748,success
O016126,ShopeePay,3877803,success
O016127,Transfer Bank,4189975,success
O016128,COD,30971119,success
O016129,Kartu Kredit,12219163,success
O016130,COD,20351627,success
O016131,Kartu Kredit,15327513,success
O016132,Transfer Bank,8968200,success
O016133,ShopeePay,4852393,success
O016134,Kartu Kredit,4919388,success
O016135,COD,8345300,success
O016136,Kartu Kredit,7701664,success
O016137,Transfer Bank,10975945,failed
O016138,ShopeePay,8510106,failed
O016139,ShopeePay,12407086,success
O016140,Kartu Kredit,10956432,success
O016141,Kartu Kredit,3814510,failed
O016142,Kartu Kredit,5408419,success
O016143,COD,7620646,success
O016144,COD,930388,success
O016145,Transfer Bank,2726591,success
O016146,COD,27679866,success
O016147,COD,2038344,success
O016148,Transfer Bank,7476306,success
O016149,Kartu Kredit,21025418,success
O016150,COD,14399847,success
O016151,ShopeePay,4616557,success
O016152,ShopeePay,10009864,success
O016153,COD,2856340,success
O016154,ShopeePay,8015360,success
O016155,Transfer Bank,1681842,success
O016156,COD,20431092,success
O016157,Transfer Bank,16688044,failed
O016158,COD,5453182,success
O016159,ShopeePay,9431048,success
O016160,COD,2645585,success
O016161,Transfer Bank,4770870,success
O016162,ShopeePay,21571996,success
O016163,Kartu Kredit,18971097,success
O016164,COD,17021940,failed
O016165,Kartu Kredit,13384962,success
O016166,ShopeePay,12994290,failed
O016167,ShopeePay,8085752,success
O016168,Transfer Bank,13733350,success
O016169,Kartu Kredit,4732415,success
O016170,Transfer Bank,7629926,success
O016171,Kartu Kredit,21438597,success
O016172,Kartu Kredit,11881236,success
O016173,COD,26102059,success
O016174,COD,13801002,success
O016175,Kartu Kredit,25906686,failed
O016176,ShopeePay,17614862,success
O016177,Kartu Kredit,2298551,success
O016178,ShopeePay,948276,success
O016179,Kartu Kredit,762902,success
O016180,Transfer Bank,15814704,success
O016181,Kartu Kredit,7115610,success
O016182,ShopeePay,23372216,success
O016183,Kartu Kredit,22008094,success
O016184,Transfer Bank,10686208,success
O016185,ShopeePay,28104125,success
O016186,COD,11016010,success
O016187,Kartu Kredit,19995669,success
O016188,Kartu Kredit,19958696,success
O016189,ShopeePay,12644006,success
O016190,COD,16056675,success
O016191,COD,10524198,success
O016192,COD,15936872,success
O016193,ShopeePay,20121109,success
O016194,COD,7939929,success
O016195,Transfer Bank,11815879,failed
O016196,Kartu Kredit,18615062,success
O016197,ShopeePay,5346732,success
O016198,ShopeePay,22137538,failed
O016199,Kartu Kredit,32115660,failed
O016200,ShopeePay,526540,success
O016201,Kartu Kredit,29218416,success
O016202,COD,9778804,failed
O016203,ShopeePay,2750832,success
O016204,COD,4161890,success
O016205,ShopeePay,8671342,success
O016206,ShopeePay,5792610,failed
O016207,ShopeePay,25322468,success
O016208,Transfer Bank,13259552,success
O016209,Transfer Bank,14583009,success
O016210,COD,2451244,failed
O016211,Kartu Kredit,3312610,success
