order_id,user_id,order_date,status,estimated_delivery
O015148,U02316,2024-07-15,canceled,2024-07-20
O015149,U02708,2025-03-25,delivered,2025-04-01
O015150,U03241,2025-06-18,delivered,2025-06-21
O015151,U03614,2023-01-29,delivered,2023-02-04
O015152,U02561,2024-06-24,canceled,2024-06-26
O015153,U02721,2025-01-17,returned,2025-01-20
O015154,U03814,2024-08-08,delivered,2024-08-13
O015155,U00896,2024-10-08,delivered,2024-10-11
O015156,U04283,2025-02-22,delivered,2025-03-01
O015157,U00893,2025-04-17,delivered,2025-04-19
O015158,U00180,2025-01-25,delivered,2025-01-29
O015159,U02767,2024-11-06,delivered,2024-11-11
O015160,U03803,2025-06-19,delivered,2025-06-21
O015161,U01003,2024-07-26,delivered,2024-07-29
O015162,U02215,2023-09-04,delivered,2023-09-11
O015163,U04498,2024-06-08,delivered,2024-06-14
O015164,U04853,2025-06-06,delivered,2025-06-08
O015165,U04046,2024-12-28,delivered,2025-01-03
O015166,U02415,2025-06-13,delivered,2025-06-17
O015167,U00306,2025-07-03,delivered,2025-07-07
O015168,U04210,2025-01-30,delivered,2025-02-03
O015169,U03298,2024-01-29,delivered,2024-01-31
O015170,U03691,2025-04-15,delivered,2025-04-20
O015171,U03968,2025-03-30,canceled,2025-04-05
O015172,U02585,2023-09-21,delivered,2023-09-25
O015173,U04911,2025-06-23,delivered,2025-06-28
O015174,U03778,2025-03-02,returned,2025-03-09
O015175,U01988,2025-02-08,delivered,2025-02-10
O015176,U00186,2025-05-04,delivered,2025-05-07
O015177,U02779,2025-01-24,delivered,2025-01-29
O015178,U03156,2024-08-25,delivered,2024-08-27
O015179,U01962,2025-04-21,delivered,2025-04-28
O015180,U01075,2025-06-26,delivered,2025-07-02
O015181,U01989,2025-02-01,delivered,2025-02-04
O015182,U04074,2025-02-07,delivered,2025-02-13
O015183,U04154,2024-05-27,delivered,2024-06-01
O015184,U01339,2025-03-17,delivered,2025-03-22
O015185,U03927,2025-06-19,delivered,2025-06-21
O015186,U04137,2023-08-02,delivered,2023-08-05
O015187,U00192,2024-08-31,delivered,2024-09-06
O015188,U02173,2025-06-14,delivered,2025-06-19
O015189,U00663,2024-03-29,delivered,2024-04-04
O015190,U00040,2025-05-05,delivered,2025-05-11
O015191,U03395,2024-02-08,delivered,2024-02-12
O015192,U04429,2024-04-25,returned,2024-05-01
O015193,U03754,2024-07-24,delivered,2024-07-27
O015194,U03348,2025-02-10,delivered,2025-02-15
O015195,U04305,2025-02-20,delivered,2025-02-24
O015196,U00189,2023-09-28,delivered,2023-09-30
O015197,U03788,2024-12-06,delivered,2024-12-11
O015198,U00899,2025-04-15,delivered,2025-04-21
O015199,U04873,2024-03-29,delivered,2024-04-04
O015200,U02468,2024-08-07,delivered,2024-08-14
O015201,U01757,2025-04-26,delivered,2025-05-01
O015202,U02708,2025-03-31,delivered,2025-04-07
O015203,U00475,2025-05-03,returned,2025-05-09
O015204,U01379,2025-01-23,delivered,2025-01-26
O015205,U01258,2024-09-19,delivered,2024-09-21
O015206,U02628,2024-08-03,delivered,2024-08-06
O015207,U04625,2024-02-17,delivered,2024-02-24
O015208,U04618,2025-06-22,delivered,2025-06-24
O015209,U04118,2025-05-14,delivered,2025-05-20
O015210,U01201,2025-07-04,delivered,2025-07-07
O015211,U00938,2025-05-15,delivered,2025-05-21
O015212,U02898,2025-05-22,returned,2025-05-28
O015213,U03128,2025-05-30,delivered,2025-06-03
O015214,U00320,2025-06-26,delivered,2025-06-30
O015215,U04429,2024-04-14,delivered,2024-04-16
O015216,U01106,2024-10-18,delivered,2024-10-24
O015217,U02960,2025-06-03,delivered,2025-06-07
O015218,U03822,2023-09-19,delivered,2023-09-21
O015219,U00973,2023-09-23,delivered,2023-09-27
O015220,U04657,2024-10-14,delivered,2024-10-17
O015221,U03552,2025-06-02,canceled,2025-06-04
O015222,U03022,2025-04-05,delivered,2025-04-09
O015223,U01403,2024-12-06,delivered,2024-12-11
O015224,U01141,2023-12-21,delivered,2023-12-28
O015225,U00823,2023-06-20,delivered,2023-06-23
O015226,U04322,2025-01-26,delivered,2025-01-29
O015227,U01685,2025-05-29,delivered,2025-06-01
O015228,U04215,2023-01-20,delivered,2023-01-27
O015229,U02914,2025-07-06,delivered,2025-07-11
O015230,U03195,2024-08-18,delivered,2024-08-24
O015231,U00074,2024-12-18,delivered,2024-12-24
O015232,U04151,2025-03-17,canceled,2025-03-21
O015233,U00216,2024-05-31,delivered,2024-06-05
O015234,U01615,2024-05-04,canceled,2024-05-11
O015235,U01092,2025-06-14,delivered,2025-06-16
O015236,U01382,2024-11-23,delivered,2024-11-27
O015237,U00060,2024-10-23,delivered,2024-10-27
O015238,U03630,2025-01-09,delivered,2025-01-13
O015239,U01689,2022-09-06,delivered,2022-09-10
O015240,U00077,2024-07-17,delivered,2024-07-21
O015241,U03658,2025-03-15,returned,2025-03-17
O015242,U04698,2025-01-14,delivered,2025-01-21
O015243,U02888,2025-07-06,delivered,2025-07-11
O015244,U03886,2024-03-12,delivered,2024-03-16
O015245,U04055,2024-11-25,delivered,2024-11-28
O015246,U01078,2025-01-12,delivered,2025-01-16
O015247,U01247,2024-08-07,delivered,2024-08-12
O015248,U02437,2024-09-11,delivered,2024-09-14
O015249,U03899,2024-05-11,delivered,2024-05-17
O015250,U04024,2025-01-12,delivered,2025-01-14
O015251,U04580,2023-12-30,delivered,2024-01-01
O015252,U01207,2024-12-25,delivered,2024-12-28
O015253,U00499,2024-08-08,delivered,2024-08-13
O015254,U05000,2022-09-30,delivered,2022-10-02
O015255,U00126,2025-04-13,delivered,2025-04-16
O015256,U04238,2025-01-31,canceled,2025-02-04
O015257,U01554,2025-06-06,canceled,2025-06-10
O015258,U00612,2025-04-04,delivered,2025-04-07
O015259,U03304,2025-06-16,delivered,2025-06-20
O015260,U03137,2024-01-08,returned,2024-01-10
O015261,U01180,2025-06-25,delivered,2025-07-01
O015262,U03971,2025-06-20,delivered,2025-06-27
O015263,U04268,2025-06-24,delivered,2025-06-26
O015264,U02878,2025-04-25,delivered,2025-05-02
O015265,U04411,2025-03-16,delivered,2025-03-18
O015266,U01016,2024-05-16,delivered,2024-05-21
O015267,U02854,2025-04-06,canceled,2025-04-11
O015268,U02063,2025-04-24,delivered,2025-04-30
O015269,U04336,2025-05-15,delivered,2025-05-19
O015270,U00514,2025-06-27,delivered,2025-07-04
O015271,U04403,2024-11-27,canceled,2024-11-29
O015272,U04076,2025-03-07,delivered,2025-03-11
O015273,U02306,2023-07-07,delivered,2023-07-09
O015274,U00887,2025-07-05,canceled,2025-07-08
O015275,U00202,2025-03-14,delivered,2025-03-21
O015276,U02876,2024-12-19,delivered,2024-12-22
O015277,U03302,2024-05-13,delivered,2024-05-20
O015278,U02446,2025-04-23,delivered,2025-04-25
O015279,U01025,2025-01-29,delivered,2025-02-05
O015280,U01501,2024-06-15,delivered,2024-06-17
O015281,U03154,2025-06-19,delivered,2025-06-25
O015282,U01426,2025-01-31,delivered,2025-02-07
O015283,U01302,2024-12-04,delivered,2024-12-09
O015284,U04473,2023-02-27,delivered,2023-03-01
O015285,U02541,2025-04-19,delivered,2025-04-24
O015286,U00903,2025-07-02,delivered,2025-07-08
O015287,U04320,2024-10-18,canceled,2024-10-20
O015288,U02592,2023-03-24,delivered,2023-03-30
O015289,U01670,2024-11-20,delivered,2024-11-27
O015290,U01397,2023-08-26,delivered,2023-09-02
O015291,U02990,2025-06-03,delivered,2025-06-10
O015292,U04164,2025-04-12,returned,2025-04-16
O015293,U02224,2025-06-16,delivered,2025-06-21
O015294,U03553,2023-12-22,delivered,2023-12-24
O015295,U04577,2025-04-23,returned,2025-04-28
O015296,U00516,2024-07-14,delivered,2024-07-21
O015297,U01950,2024-08-17,delivered,2024-08-19
O015298,U00513,2025-01-19,delivered,2025-01-23
O015299,U04936,2025-06-18,canceled,2025-06-21
O015300,U01697,2024-12-07,delivered,2024-12-09
O015301,U04793,2025-07-03,delivered,2025-07-06
O015302,U00863,2024-10-26,canceled,2024-10-28
O015303,U00910,2025-02-08,delivered,2025-02-15
O015304,U04539,2023-04-20,delivered,2023-04-22
O015305,U00135,2025-02-14,canceled,2025-02-18
O015306,U04232,2024-04-09,delivered,2024-04-12
O015307,U03711,2025-03-28,delivered,2025-04-02
O015308,U04082,2025-05-26,delivered,2025-06-02
O015309,U03255,2025-06-12,delivered,2025-06-15
O015310,U04345,2024-03-01,canceled,2024-03-04
O015311,U00280,2024-09-01,delivered,2024-09-08
O015312,U01933,2024-08-05,delivered,2024-08-07
O015313,U02819,2025-02-20,delivered,2025-02-26
O015314,U00330,2023-07-27,delivered,2023-08-02
O015315,U01039,2024-04-22,delivered,2024-04-25
O015316,U04551,2024-05-18,delivered,2024-05-22
O015317,U03780,2025-02-01,delivered,2025-02-03
O015318,U01022,2025-05-03,delivered,2025-05-09
O015319,U04831,2025-06-02,delivered,2025-06-09
O015320,U04828,2024-12-06,canceled,2024-12-11
O015321,U04690,2025-05-13,delivered,2025-05-19
O015322,U01755,2025-05-18,delivered,2025-05-22
O015323,U02309,2024-09-21,delivered,2024-09-27
O015324,U02119,2025-07-05,delivered,2025-07-12
O015325,U02446,2024-07-02,delivered,2024-07-04
O015326,U02690,2024-10-31,canceled,2024-11-05
O015327,U03545,2023-07-27,delivered,2023-07-30
O015328,U04706,2023-12-05,delivered,2023-12-09
O015329,U04047,2024-07-12,delivered,2024-07-17
O015330,U01145,2024-11-02,delivered,2024-11-05
O015331,U00682,2025-02-21,delivered,2025-02-26
O015332,U01692,2025-05-26,delivered,2025-06-02
O015333,U03234,2025-05-04,delivered,2025-05-09
O015334,U02690,2023-10-02,delivered,2023-10-05
O015335,U04185,2025-04-10,delivered,2025-04-16
O015336,U04753,2024-09-18,delivered,2024-09-22
O015337,U01068,2023-03-30,delivered,2023-04-01
O015338,U01559,2025-06-07,delivered,2025-06-10
O015339,U01420,2023-10-27,delivered,2023-11-01
O015340,U03075,2024-05-16,delivered,2024-05-22
O015341,U03359,2023-12-24,delivered,2023-12-31
O015342,U03321,2025-02-26,canceled,2025-02-28
O015343,U01872,2025-02-08,delivered,2025-02-12
O015344,U02179,2022-12-26,delivered,2022-12-30
O015345,U03576,2025-03-16,delivered,2025-03-19
O015346,U04553,2024-10-13,delivered,2024-10-18
O015347,U01569,2025-06-05,delivered,2025-06-11
O015348,U00108,2025-04-01,canceled,2025-04-06
O015349,U01887,2024-09-16,delivered,2024-09-18
O015350,U04803,2025-05-06,delivered,2025-05-13
O015351,U01740,2025-01-22,delivered,2025-01-24
O015352,U02827,2023-02-17,delivered,2023-02-22
O015353,U04738,2023-12-23,delivered,2023-12-26
O015354,U02651,2025-06-22,delivered,2025-06-25
O015355,U01911,2025-02-09,delivered,2025-02-15
O015356,U01229,2024-07-22,delivered,2024-07-28
O015357,U02192,2025-06-25,delivered,2025-06-28
O015358,U03020,2025-07-01,delivered,2025-07-06
O015359,U01673,2024-09-08,canceled,2024-09-15
O015360,U02969,2024-08-24,delivered,2024-08-26
O015361,U02670,2024-04-06,delivered,2024-04-09
O015362,U01118,2025-05-24,canceled,2025-05-26
O015363,U01285,2024-10-16,delivered,2024-10-18
O015364,U04530,2024-02-26,delivered,2024-02-29
O015365,U03149,2023-01-25,delivered,2023-01-29
O015366,U00519,2025-04-12,delivered,2025-04-18
O015367,U04999,2025-04-04,delivered,2025-04-11
O015368,U04267,2025-02-21,delivered,2025-02-25
O015369,U00677,2025-05-02,delivered,2025-05-04
O015370,U02223,2024-04-16,canceled,2024-04-18
O015371,U03818,2023-06-24,delivered,2023-06-29
O015372,U04776,2025-05-31,returned,2025-06-03
O015373,U02296,2025-03-22,canceled,2025-03-29
O015374,U04647,2024-10-08,delivered,2024-10-14
O015375,U04390,2025-06-26,delivered,2025-06-29
O015376,U04208,2025-02-01,returned,2025-02-04
O015377,U03851,2023-02-07,canceled,2023-02-13
O015378,U04984,2023-05-29,delivered,2023-06-01
O015379,U01377,2024-07-09,canceled,2024-07-12
O015380,U03701,2025-01-08,delivered,2025-01-10
O015381,U04642,2024-02-23,canceled,2024-02-26
O015382,U02857,2023-11-20,delivered,2023-11-22
O015383,U02573,2023-07-18,delivered,2023-07-23
O015384,U02789,2024-09-22,delivered,2024-09-25
O015385,U03316,2024-05-24,delivered,2024-05-26
O015386,U00222,2025-07-05,delivered,2025-07-12
O015387,U02527,2023-04-07,delivered,2023-04-11
O015388,U03743,2024-11-18,returned,2024-11-21
O015389,U04161,2023-09-15,delivered,2023-09-19
O015390,U04704,2025-06-03,delivered,2025-06-08
O015391,U04924,2024-06-15,delivered,2024-06-17
O015392,U01568,2025-05-03,delivered,2025-05-10
O015393,U01414,2025-03-22,delivered,2025-03-25
O015394,U02873,2025-06-12,delivered,2025-06-19
O015395,U00257,2025-03-21,delivered,2025-03-25
O015396,U01446,2024-10-19,canceled,2024-10-23
O015397,U03152,2025-01-03,delivered,2025-01-05
O015398,U01814,2025-05-12,delivered,2025-05-18
O015399,U00483,2025-04-25,delivered,2025-04-27
O015400,U00323,2023-10-22,delivered,2023-10-27
O015401,U02045,2025-02-16,delivered,2025-02-22
O015402,U01682,2024-03-19,delivered,2024-03-22
O015403,U04465,2025-06-15,delivered,2025-06-20
O015404,U01043,2025-02-19,returned,2025-02-21
O015405,U00229,2024-08-30,delivered,2024-09-06
O015406,U02314,2025-01-14,delivered,2025-01-19
O015407,U02098,2025-02-22,delivered,2025-02-27
O015408,U01931,2024-08-19,delivered,2024-08-24
O015409,U00569,2023-09-07,delivered,2023-09-09
O015410,U04790,2024-03-15,delivered,2024-03-17
O015411,U02281,2024-09-12,delivered,2024-09-18
O015412,U03656,2025-04-12,delivered,2025-04-14
O015413,U01835,2024-02-18,delivered,2024-02-24
O015414,U01265,2024-07-23,delivered,2024-07-29
O015415,U01396,2024-06-21,delivered,2024-06-25
O015416,U01388,2025-05-11,delivered,2025-05-18
O015417,U01928,2025-05-07,delivered,2025-05-13
O015418,U02617,2025-04-27,delivered,2025-04-29
O015419,U00909,2023-03-23,delivered,2023-03-26
O015420,U04402,2023-04-17,canceled,2023-04-24
O015421,U02892,2025-04-15,delivered,2025-04-20
O015422,U02050,2024-08-27,delivered,2024-09-03
O015423,U02992,2024-11-28,delivered,2024-12-04
O015424,U02626,2024-09-25,delivered,2024-09-28
O015425,U02320,2024-05-10,canceled,2024-05-16
O015426,U03966,2025-06-03,delivered,2025-06-06
O015427,U04605,2025-05-28,delivered,2025-06-02
O015428,U00446,2024-01-27,delivered,2024-01-31
O015429,U02444,2024-04-27,delivered,2024-05-04
O015430,U02324,2025-04-02,delivered,2025-04-09
O015431,U00627,2023-05-06,delivered,2023-05-11
O015432,U00811,2024-08-29,canceled,2024-09-01
O015433,U00524,2024-06-17,canceled,2024-06-21
O015434,U00998,2025-06-28,delivered,2025-07-04
O015435,U02064,2024-06-06,delivered,2024-06-10
O015436,U03454,2024-06-05,delivered,2024-06-12
O015437,U03367,2023-08-21,canceled,2023-08-24
O015438,U04552,2024-11-29,canceled,2024-12-06
O015439,U02237,2025-03-26,delivered,2025-04-01
O015440,U02966,2024-06-15,delivered,2024-06-18
O015441,U03536,2024-09-15,delivered,2024-09-22
O015442,U02388,2025-04-08,delivered,2025-04-12
O015443,U00203,2023-02-20,delivered,2023-02-24
O015444,U04512,2024-11-05,delivered,2024-11-08
O015445,U04622,2022-11-13,delivered,2022-11-19
O015446,U03959,2025-03-06,canceled,2025-03-10
O015447,U00444,2025-02-10,delivered,2025-02-17
O015448,U04330,2024-06-17,delivered,2024-06-20
O015449,U03869,2025-05-16,delivered,2025-05-18
O015450,U04692,2023-08-11,delivered,2023-08-18
O015451,U04405,2024-06-12,delivered,2024-06-15
O015452,U02970,2023-04-23,delivered,2023-04-29
O015453,U02256,2025-04-11,delivered,2025-04-17
O015454,U02383,2025-07-04,delivered,2025-07-10
O015455,U01558,2024-07-19,canceled,2024-07-22
O015456,U02481,2025-06-12,delivered,2025-06-15
O015457,U04484,2025-05-08,delivered,2025-05-15
O015458,U01095,2024-10-12,delivered,2024-10-17
O015459,U03059,2024-05-21,delivered,2024-05-23
O015460,U04455,2025-01-31,delivered,2025-02-04
O015461,U04165,2024-05-31,delivered,2024-06-07
O015462,U01222,2025-07-08,delivered,2025-07-10
O015463,U02194,2024-01-01,delivered,2024-01-04
O015464,U01689,2023-03-26,delivered,2023-04-01
O015465,U01438,2024-06-05,returned,2024-06-11
O015466,U03889,2025-01-23,delivered,2025-01-30
O015467,U04463,2024-06-11,delivered,2024-06-15
O015468,U03919,2023-11-29,returned,2023-12-02
O015469,U02780,2025-03-20,delivered,2025-03-27
O015470,U02872,2024-11-13,canceled,2024-11-16
O015471,U02595,2025-05-27,delivered,2025-05-31
O015472,U04194,2025-06-09,delivered,2025-06-12
O015473,U00086,2024-11-18,delivered,2024-11-23
O015474,U04469,2023-02-27,delivered,2023-03-03
O015475,U00239,2024-09-07,delivered,2024-09-11
O015476,U02231,2025-04-18,delivered,2025-04-21
O015477,U04532,2023-07-28,delivered,2023-07-31
O015478,U04223,2025-06-02,delivered,2025-06-07
O015479,U01263,2025-04-13,delivered,2025-04-15
O015480,U03864,2025-06-25,delivered,2025-06-29
O015481,U00810,2024-04-10,delivered,2024-04-12
O015482,U02850,2025-07-01,delivered,2025-07-08
O015483,U01195,2024-06-19,delivered,2024-06-26
O015484,U02423,2024-12-21,delivered,2024-12-25
O015485,U01456,2025-05-31,delivered,2025-06-06
O015486,U04252,2024-07-20,delivered,2024-07-23
O015487,U01461,2025-01-30,delivered,2025-02-01
O015488,U00227,2025-06-10,delivered,2025-06-14
O015489,U03228,2024-11-03,delivered,2024-11-06
O015490,U01130,2024-02-10,delivered,2024-02-17
O015491,U01117,2025-06-05,delivered,2025-06-11
O015492,U03973,2025-06-23,delivered,2025-06-27
O015493,U03752,2025-05-25,delivered,2025-05-30
O015494,U02001,2025-06-01,delivered,2025-06-04
O015495,U00118,2025-06-21,delivered,2025-06-28
O015496,U04602,2024-08-22,delivered,2024-08-26
O015497,U02250,2025-07-06,delivered,2025-07-13
O015498,U03146,2025-07-06,delivered,2025-07-13
O015499,U00224,2024-05-31,canceled,2024-06-02
O015500,U01964,2023-11-14,delivered,2023-11-21
O015501,U04407,2025-06-19,delivered,2025-06-25
O015502,U03105,2025-05-14,delivered,2025-05-18
O015503,U02109,2024-08-14,delivered,2024-08-17
O015504,U03914,2025-04-01,delivered,2025-04-07
O015505,U03506,2025-04-29,delivered,2025-05-04
O015506,U00542,2024-05-18,delivered,2024-05-20
O015507,U00609,2025-01-16,delivered,2025-01-20
O015508,U04490,2023-10-26,delivered,2023-11-01
O015509,U04975,2025-03-22,canceled,2025-03-29
O015510,U00266,2023-06-07,canceled,2023-06-12
O015511,U03214,2025-01-24,canceled,2025-01-28
O015512,U02217,2023-11-30,canceled,2023-12-06
O015513,U04492,2023-08-12,canceled,2023-08-15
O015514,U04183,2025-05-18,delivered,2025-05-22
O015515,U01976,2025-04-15,returned,2025-04-21
O015516,U00210,2025-06-18,delivered,2025-06-24
O015517,U03808,2023-12-04,delivered,2023-12-06
O015518,U04694,2024-05-24,delivered,2024-05-27
O015519,U02657,2025-05-27,delivered,2025-05-30
O015520,U03698,2025-01-10,delivered,2025-01-13
O015521,U03320,2023-03-30,delivered,2023-04-03
O015522,U04127,2025-01-17,delivered,2025-01-24
O015523,U04529,2022-12-04,delivered,2022-12-06
O015524,U04144,2023-11-26,delivered,2023-11-29
O015525,U04866,2025-02-12,delivered,2025-02-17
O015526,U00396,2024-11-10,delivered,2024-11-12
O015527,U01577,2025-05-09,delivered,2025-05-13
O015528,U00240,2025-04-20,delivered,2025-04-26
O015529,U04048,2025-06-10,delivered,2025-06-17
O015530,U03861,2025-02-04,delivered,2025-02-10
O015531,U03386,2024-02-14,delivered,2024-02-19
O015532,U00758,2024-06-28,delivered,2024-07-03
O015533,U01031,2025-06-22,delivered,2025-06-27
O015534,U00159,2024-12-31,delivered,2025-01-05
O015535,U01689,2023-08-30,delivered,2023-09-01
O015536,U03861,2024-02-23,delivered,2024-02-28
O015537,U04762,2024-06-30,delivered,2024-07-04
O015538,U03859,2025-06-05,delivered,2025-06-12
O015539,U04536,2025-04-20,delivered,2025-04-24
O015540,U04040,2024-08-10,delivered,2024-08-13
O015541,U03638,2025-01-21,delivered,2025-01-26
O015542,U01820,2024-03-06,returned,2024-03-10
O015543,U02634,2023-09-05,delivered,2023-09-09
O015544,U03375,2025-03-05,delivered,2025-03-10
O015545,U01228,2024-07-09,delivered,2024-07-15
O015546,U02564,2024-04-27,delivered,2024-05-04
O015547,U00107,2024-10-22,delivered,2024-10-29
O015548,U04323,2025-01-08,delivered,2025-01-13
O015549,U02851,2025-05-20,delivered,2025-05-26
O015550,U04405,2025-01-21,delivered,2025-01-24
O015551,U04556,2025-06-09,canceled,2025-06-13
O015552,U04778,2025-02-27,delivered,2025-03-06
O015553,U01628,2024-07-07,delivered,2024-07-10
O015554,U02692,2025-06-01,delivered,2025-06-08
O015555,U04147,2024-10-28,delivered,2024-11-02
O015556,U01755,2025-05-25,delivered,2025-05-31
O015557,U02182,2024-01-13,delivered,2024-01-15
O015558,U00868,2025-04-23,delivered,2025-04-28
O015559,U02012,2025-04-19,delivered,2025-04-24
O015560,U02638,2024-01-26,delivered,2024-01-30
O015561,U00486,2024-09-16,delivered,2024-09-18
O015562,U00496,2023-04-29,delivered,2023-05-03
O015563,U00354,2025-03-28,delivered,2025-04-03
O015564,U03456,2025-06-13,canceled,2025-06-17
O015565,U02553,2024-11-29,delivered,2024-12-01
O015566,U03167,2025-02-11,delivered,2025-02-15
O015567,U03886,2023-07-12,delivered,2023-07-17
O015568,U01543,2024-11-29,delivered,2024-12-04
O015569,U01275,2025-05-09,delivered,2025-05-16
O015570,U01277,2025-01-05,delivered,2025-01-11
O015571,U04769,2024-05-19,delivered,2024-05-22
O015572,U00794,2024-08-27,delivered,2024-08-30
O015573,U04309,2024-10-08,delivered,2024-10-11
O015574,U00581,2023-12-29,delivered,2024-01-03
O015575,U00300,2024-07-02,delivered,2024-07-05
O015576,U01906,2025-02-09,delivered,2025-02-14
O015577,U03558,2025-05-01,delivered,2025-05-07
O015578,U04409,2024-04-28,delivered,2024-05-05
O015579,U01082,2023-10-31,returned,2023-11-02
O015580,U02079,2025-03-07,delivered,2025-03-09
O015581,U03743,2025-02-09,delivered,2025-02-16
O015582,U02841,2024-06-16,delivered,2024-06-19
O015583,U04304,2025-06-05,delivered,2025-06-12
O015584,U02504,2025-01-25,delivered,2025-02-01
O015585,U03827,2023-11-26,delivered,2023-12-01
O015586,U03618,2024-12-17,delivered,2024-12-19
O015587,U02974,2024-09-03,delivered,2024-09-07
O015588,U00423,2024-11-13,delivered,2024-11-17
O015589,U04886,2025-03-07,delivered,2025-03-10
O015590,U00371,2024-11-06,delivered,2024-11-11
O015591,U04803,2024-04-18,delivered,2024-04-20
O015592,U01280,2024-01-12,delivered,2024-01-15
O015593,U02465,2025-06-25,delivered,2025-06-29
O015594,U03570,2024-07-27,returned,2024-08-01
O015595,U04570,2024-01-01,canceled,2024-01-08
O015596,U00479,2024-02-13,delivered,2024-02-20
O015597,U01650,2024-08-15,delivered,2024-08-20
O015598,U02229,2024-09-17,delivered,2024-09-22
O015599,U00729,2025-07-01,delivered,2025-07-07
O015600,U00320,2025-06-30,delivered,2025-07-07
O015601,U02062,2023-05-06,delivered,2023-05-10
O015602,U01087,2025-01-07,canceled,2025-01-10
O015603,U04119,2024-05-22,canceled,2024-05-25
O015604,U00672,2023-12-20,delivered,2023-12-24
O015605,U02753,2024-05-25,delivered,2024-05-27
O015606,U00232,2025-02-06,delivered,2025-02-11
O015607,U03912,2024-04-15,delivered,2024-04-22
O015608,U02075,2024-07-24,delivered,2024-07-27
O015609,U01813,2024-09-09,canceled,2024-09-14
O015610,U02244,2025-01-20,delivered,2025-01-27
O015611,U04924,2024-02-17,canceled,2024-02-20
O015612,U01319,2025-07-02,returned,2025-07-04
O015613,U04381,2024-05-01,delivered,2024-05-05
O015614,U00772,2024-11-24,delivered,2024-12-01
O015615,U02713,2024-04-08,delivered,2024-04-11
O015616,U02790,2024-05-13,delivered,2024-05-19
O015617,U04716,2025-04-04,delivered,2025-04-10
O015618,U03558,2024-02-21,delivered,2024-02-28
O015619,U02244,2025-01-26,delivered,2025-01-31
O015620,U01451,2024-07-27,delivered,2024-08-01
O015621,U02319,2023-08-25,delivered,2023-08-30
O015622,U04665,2023-09-08,delivered,2023-09-10
O015623,U01479,2024-10-21,delivered,2024-10-24
O015624,U02362,2023-09-07,returned,2023-09-12
O015625,U01951,2025-05-25,delivered,2025-06-01
O015626,U04717,2024-10-16,delivered,2024-10-20
O015627,U01377,2024-02-27,delivered,2024-03-01
O015628,U04113,2024-07-13,delivered,2024-07-17
O015629,U04779,2024-07-22,delivered,2024-07-26
O015630,U01708,2023-01-01,delivered,2023-01-06
O015631,U02513,2023-12-15,delivered,2023-12-17
O015632,U03046,2024-04-08,delivered,2024-04-13
O015633,U03625,2023-09-06,delivered,2023-09-08
O015634,U02014,2025-06-07,delivered,2025-06-10
O015635,U00580,2024-06-22,delivered,2024-06-26
O015636,U00206,2025-06-24,delivered,2025-06-26
O015637,U02341,2025-05-25,delivered,2025-05-30
O015638,U02124,2025-05-23,delivered,2025-05-25
O015639,U01915,2023-08-08,delivered,2023-08-13
O015640,U02861,2025-04-09,delivered,2025-04-12
O015641,U00841,2024-07-31,delivered,2024-08-04
O015642,U00658,2025-06-25,canceled,2025-06-30
O015643,U01002,2023-09-21,delivered,2023-09-27
O015644,U03295,2025-04-24,delivered,2025-04-29
O015645,U00265,2024-11-23,delivered,2024-11-29
O015646,U01444,2025-02-18,delivered,2025-02-23
O015647,U00091,2024-07-03,delivered,2024-07-08
O015648,U01267,2025-05-03,delivered,2025-05-07
O015649,U03914,2025-05-17,delivered,2025-05-21
O015650,U01793,2024-12-03,delivered,2024-12-07
O015651,U04378,2024-04-07,delivered,2024-04-10
O015652,U00569,2024-04-26,delivered,2024-05-03
O015653,U00286,2025-01-20,returned,2025-01-26
O015654,U03906,2025-04-18,delivered,2025-04-23
O015655,U00191,2024-12-05,delivered,2024-12-09
O015656,U04800,2025-01-11,delivered,2025-01-14
O015657,U03924,2024-08-26,delivered,2024-09-02
O015658,U01888,2025-04-26,delivered,2025-04-30
O015659,U04816,2023-07-28,delivered,2023-08-03
O015660,U00879,2025-01-01,delivered,2025-01-03
O015661,U02257,2025-06-07,delivered,2025-06-12
O015662,U03694,2024-09-23,delivered,2024-09-30
O015663,U01636,2024-09-28,delivered,2024-10-03
O015664,U04976,2025-05-05,delivered,2025-05-08
O015665,U04694,2024-05-10,delivered,2024-05-14
O015666,U01752,2024-03-01,delivered,2024-03-03
O015667,U04899,2024-10-11,delivered,2024-10-16
O015668,U01798,2025-01-19,delivered,2025-01-21
O015669,U04199,2024-12-18,delivered,2024-12-23
O015670,U01395,2025-01-14,canceled,2025-01-20
O015671,U03999,2025-04-22,delivered,2025-04-27
O015672,U01548,2022-12-21,canceled,2022-12-26
O015673,U02588,2024-07-05,delivered,2024-07-11
O015674,U02172,2025-06-28,delivered,2025-07-05
O015675,U02264,2024-10-05,canceled,2024-10-07
O015676,U03592,2023-12-18,delivered,2023-12-25
O015677,U02595,2025-05-30,canceled,2025-06-03
O015678,U00316,2023-09-05,delivered,2023-09-11
O015679,U03549,2023-12-14,delivered,2023-12-17
O015680,U04349,2024-12-28,delivered,2025-01-02
O015681,U02356,2025-06-25,delivered,2025-07-02
O015682,U00195,2024-06-28,delivered,2024-06-30
O015683,U01421,2025-04-23,delivered,2025-04-27
O015684,U01090,2025-01-24,delivered,2025-01-31
O015685,U00489,2023-08-06,delivered,2023-08-09
